model_name,mae_train,mae_val,mape_train,mape_val,rmse_train,rmse_val,r2_train,r2_val
DT,1001.4098599924578,8267.096361087293,31.274722159569922,144.10625365223436,7426.739774517096,41631.42479310073,0.9924109108047099,0.6939446729290946
