model_name,mae_train,mae_val,mape_train,mape_val,rmse_train,rmse_val,r2_train,r2_val
XGB,6396.448328108917,6816.386518702564,120.19915594569974,145.58677752637428,22671.8806428314,33183.40837220615,0.9292757523251123,0.8055538369965115
