model_name,mae_train,mae_val,mape_train,mape_val,rmse_train,rmse_val,r2_train,r2_val
GB,10005.199265564901,9963.697801784107,275.88292467742895,304.68623425593125,34686.414456891776,33500.92157221953,0.8344565273194107,0.8018149445631053
