model_name,mae_train,mae_val,mape_train,mape_val,rmse_train,rmse_val,r2_train,r2_val
Stack,3946.045395181024,7253.156264765545,1.7412780832596635,2.786644127893569,28064.07941093659,31956.106577429662,0.8916335505026931,0.819671190308839
