model_name,mae_train,mae_val,mape_train,mape_val,rmse_train,rmse_val,r2_train,r2_val
One_layer_LSTM,6030297.0,9248658.0,0.6642739,0.46253237,8143127.0,12648999.0,0.8011533164347084,0.6094984314276917
