model_name,mae_train,mae_val,mape_train,mape_val,rmse_train,rmse_val,r2_train,r2_val
RF,2660.7009840392525,6566.032073636229,45.08427145141271,129.93076757211233,19853.258674792076,31033.80269656827,0.945767847059323,0.8299301284959292
