model_name,mae_train,mae_val,mape_train,mape_val,rmse_train,rmse_val,r2_train,r2_val
GradientBoosting,10005.199265564901,9963.697801784107,2.7588292467742894,3.0468623425593124,34686.414456891776,33500.92157221953,0.8344565273194107,0.8018149445631053
