model_name,mae_train,mae_val,mape_train,mape_val,rmse_train,rmse_val,r2_train,r2_val
MLR,17364.47392976872,16832.731502883387,461.89498233825805,459.92987680249604,69339.62264474231,58682.333755429645,0.3384598750387636,0.3919039975810771
